league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ENG-Premier League,2526,Burnley,Kyle Walker,ENG,"DF,MF",35,1990,36,35,3096,34.4,0,2,2,0,0,0,9,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2526,Burnley,Lesley Ugochukwu,FRA,MF,21,2004,35,27,2336,26.0,3,1,4,3,0,0,3,1,0.12,0.04,0.15,0.12,0.15
ENG-Premier League,2526,Burnley,Loum Tchaouna,FRA,"MF,FW",21,2003,29,14,1272,14.1,2,1,3,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21
ENG-Premier League,2526,Burnley,Lucas,BRA,"MF,DF",24,2001,20,15,1409,15.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Lyle Foster,RSA,"FW,MF",24,2000,26,15,1371,15.2,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.2,0.33
ENG-Premier League,2526,Burnley,Marcus Edwards,ENG,"MF,FW",26,1998,23,11,1067,11.9,1,3,4,1,0,0,0,0,0.08,0.25,0.34,0.08,0.34
ENG-Premier League,2526,Burnley,Martin Dúbravka,SVK,GK,36,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Max Weiß,GER,GK,21,2004,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Maxime Estève,FRA,DF,23,2002,34,34,2932,32.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Mike Trésor,BEL,"FW,MF",26,1999,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Oliver Sonne,PER,DF,24,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53
ENG-Premier League,2526,Burnley,Quilindschy Hartman,NED,DF,23,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25
ENG-Premier League,2526,Burnley,Zeki Amdouni,SUI,"FW,MF",24,2000,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Zian Flemming,NED,FW,26,1998,29,21,1769,19.7,11,0,11,9,2,2,5,0,0.56,0.0,0.56,0.46,0.46
ENG-Premier League,2526,Chelsea,Alejandro Garnacho,ARG,MF,21,2004,24,14,1268,14.1,1,4,5,1,0,0,2,0,0.07,0.28,0.35,0.07,0.35
ENG-Premier League,2526,Chelsea,Andrey Santos,BRA,MF,21,2004,27,13,1260,14.0,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07
ENG-Premier League,2526,Chelsea,Benoît Badiashile,FRA,DF,24,2001,8,6,471,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Cole Palmer,ENG,MF,23,2002,26,24,1955,21.7,10,1,11,5,5,6,5,0,0.46,0.05,0.51,0.23,0.28
ENG-Premier League,2526,Chelsea,Dario Essugo,POR,MF,20,2005,3,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Enzo Fernández,ARG,MF,24,2001,36,35,3115,34.6,10,4,14,8,2,2,10,0,0.29,0.12,0.4,0.23,0.35
ENG-Premier League,2526,Chelsea,Estêvão Willian,BRA,MF,18,2007,22,12,848,9.4,2,2,4,2,0,0,4,0,0.21,0.21,0.42,0.21,0.42
ENG-Premier League,2526,Chelsea,Facundo Buonanotte,ARG,MF,20,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Filip Jørgensen,DEN,GK,23,2002,5,3,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Jamie Gittens,ENG,MF,20,2004,16,5,495,5.5,0,2,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36
ENG-Premier League,2526,Chelsea,Jesse Derry,ENG,MF,18,2007,1,1,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Jorrel Hato,NED,DF,19,2006,22,12,1148,12.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Joshua Acheampong,ENG,DF,19,2006,17,8,666,7.4,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ENG-Premier League,2526,Chelsea,João Pedro,BRA,"FW,MF",23,2001,35,31,2661,29.6,15,5,20,15,0,0,5,0,0.51,0.17,0.68,0.51,0.68
ENG-Premier League,2526,Chelsea,Levi Colwill,ENG,DF,22,2003,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Liam Delap,ENG,FW,22,2003,28,12,1107,12.3,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08
ENG-Premier League,2526,Chelsea,Malo Gusto,FRA,"DF,MF",22,2003,34,26,2261,25.1,2,3,5,2,0,0,5,1,0.08,0.12,0.2,0.08,0.2
ENG-Premier League,2526,Chelsea,Mamadou Sarr,SEN,DF,19,2005,3,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Marc Cucurella,ESP,DF,27,1998,34,31,2707,30.1,1,4,5,1,0,0,8,1,0.03,0.13,0.17,0.03,0.17
ENG-Premier League,2526,Chelsea,Marc Guiu,ESP,FW,19,2006,8,1,257,2.9,0,1,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35
ENG-Premier League,2526,Chelsea,Moisés Caicedo,ECU,MF,23,2001,33,32,2795,31.1,3,1,4,3,0,0,11,1,0.1,0.03,0.13,0.1,0.13
ENG-Premier League,2526,Chelsea,Pedro Neto,POR,"MF,FW",25,2000,34,30,2631,29.2,5,6,11,5,0,0,4,1,0.17,0.21,0.38,0.17,0.38
ENG-Premier League,2526,Chelsea,Reece James,ENG,"DF,MF",25,1999,29,20,1963,21.8,2,4,6,2,0,0,4,0,0.09,0.18,0.28,0.09,0.28
ENG-Premier League,2526,Chelsea,Robert Sánchez,ESP,GK,27,1997,35,35,3039,33.8,0,1,1,0,0,0,3,1,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Chelsea,Roméo Lavia,BEL,MF,21,2004,12,4,382,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Shumaira Mheuka,ENG,FW,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Tosin Adarabioyo,ENG,DF,27,1997,16,8,795,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Trevoh Chalobah,ENG,DF,26,1999,34,31,2783,30.9,3,0,3,3,0,0,3,1,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2526,Chelsea,Tyrique George,ENG,FW,19,2006,4,0,145,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Wesley Fofana,FRA,DF,24,2000,25,20,1722,19.1,0,1,1,0,0,0,9,2,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2526,Crystal Palace,Adam Wharton,ENG,MF,21,2004,34,29,2552,28.4,1,5,6,1,0,0,6,1,0.04,0.18,0.21,0.04,0.21
ENG-Premier League,2526,Crystal Palace,Borna Sosa,CRO,"DF,MF",27,1998,7,0,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Brennan Johnson,WAL,"MF,FW",24,2001,18,13,1112,12.4,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
ENG-Premier League,2526,Crystal Palace,Chadi Riad,MAR,DF,22,2003,9,6,552,6.1,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16
ENG-Premier League,2526,Crystal Palace,Chris Richards,USA,DF,25,2000,33,31,2827,31.4,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2526,Crystal Palace,Christantus Uche,NGA,FW,22,2003,14,0,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Daichi Kamada,JPN,MF,28,1996,28,22,1902,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Daniel Muñoz,COL,MF,29,1996,29,29,2399,26.7,4,3,7,4,0,0,7,0,0.15,0.11,0.26,0.15,0.26
ENG-Premier League,2526,Crystal Palace,Dean Henderson,ENG,GK,28,1997,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Eberechi Eze,ENG,MF,27,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Eddie Nketiah,ENG,MF,26,1999,12,2,424,4.7,2,0,2,2,0,0,2,0,0.42,0.0,0.42,0.42,0.42
ENG-Premier League,2526,Crystal Palace,Evann Guessand,CIV,MF,24,2001,8,3,330,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55
ENG-Premier League,2526,Crystal Palace,Ismaila Sarr,SEN,MF,27,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.37,0.04,0.41,0.25,0.29
ENG-Premier League,2526,Crystal Palace,Jaydee Canvot,FRA,DF,19,2006,20,14,1336,14.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Jean-Philippe Mateta,FRA,FW,28,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.49,0.0,0.49,0.32,0.32
ENG-Premier League,2526,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30,1994,31,18,1733,19.3,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2526,Crystal Palace,Joél Drakes-Thomas,ENG,MF,16,2009,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Justin Devenny,NIR,"MF,FW",21,2003,21,7,796,8.8,1,0,1,0,1,1,0,0,0.11,0.0,0.11,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Jørgen Strand Larsen,NOR,FW,25,2000,14,12,903,10.0,3,0,3,3,0,0,2,0,0.3,0.0,0.3,0.3,0.3
ENG-Premier League,2526,Crystal Palace,Kaden Rodney,ENG,"DF,MF",20,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Marc Guéhi,ENG,DF,25,2000,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2
ENG-Premier League,2526,Crystal Palace,Maxence Lacroix,FRA,DF,25,2000,35,35,3085,34.3,1,2,3,1,0,0,4,1,0.03,0.06,0.09,0.03,0.09
ENG-Premier League,2526,Crystal Palace,Nathaniel Clyne,ENG,"MF,DF",34,1991,10,7,594,6.6,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15
ENG-Premier League,2526,Crystal Palace,Odsonne Édouard,FRA,FW,27,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Rio Cardines,TRI,MF,19,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Romain Esse,ENG,MF,20,2005,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Tyrick Mitchell,ENG,MF,25,1999,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08
ENG-Premier League,2526,Crystal Palace,Walter Benítez,ARG,GK,32,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Will Hughes,ENG,MF,30,1995,31,19,1571,17.5,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Crystal Palace,Yéremy Pino,ESP,"MF,FW",22,2002,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17
ENG-Premier League,2526,Everton,Beto,GNB,FW,27,1998,37,17,1568,17.4,9,1,10,9,0,0,3,0,0.52,0.06,0.57,0.52,0.57
ENG-Premier League,2526,Everton,Carlos Alcaraz,ARG,MF,22,2002,20,6,689,7.7,0,1,1,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13
ENG-Premier League,2526,Everton,Dwight McNeil,ENG,MF,25,1999,22,14,1168,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08
ENG-Premier League,2526,Everton,Harrison Armstrong,ENG,MF,18,2007,13,6,529,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Idrissa Gueye,SEN,MF,35,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,0.09,0.13,0.22,0.09,0.22
ENG-Premier League,2526,Everton,Iliman Ndiaye,SEN,MF,25,2000,32,32,2778,30.9,6,3,9,4,2,2,2,0,0.19,0.1,0.29,0.13,0.23
ENG-Premier League,2526,Everton,Jack Grealish,ENG,MF,29,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.11,0.33,0.44,0.11,0.44
ENG-Premier League,2526,Everton,Jake O'Brien,IRL,DF,24,2001,37,35,3120,34.7,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06
ENG-Premier League,2526,Everton,James Garner,ENG,"MF,DF",24,2001,38,38,3413,37.9,2,7,9,2,0,0,12,0,0.05,0.18,0.24,0.05,0.24
ENG-Premier League,2526,Everton,James Tarkowski,ENG,DF,32,1992,37,37,3330,37.0,2,3,5,2,0,0,8,0,0.05,0.08,0.14,0.05,0.14
ENG-Premier League,2526,Everton,Jarrad Branthwaite,ENG,DF,23,2002,10,7,680,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2526,Everton,Jordan Pickford,ENG,GK,31,1994,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Kiernan Dewsbury-Hall,ENG,MF,26,1998,31,30,2626,29.2,8,4,12,8,0,0,6,0,0.27,0.14,0.41,0.27,0.41
ENG-Premier League,2526,Everton,Merlin Röhl,GER,MF,23,2002,16,6,682,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2526,Everton,Michael Keane,ENG,DF,32,1993,33,29,2591,28.8,3,1,4,3,0,0,1,1,0.1,0.03,0.14,0.1,0.14
ENG-Premier League,2526,Everton,Nathan Patterson,SCO,DF,23,2001,7,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Séamus Coleman,IRL,DF,36,1988,5,1,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Thierno Barry,FRA,FW,22,2002,38,21,1914,21.3,8,0,8,8,0,0,3,0,0.38,0.0,0.38,0.38,0.38
ENG-Premier League,2526,Everton,Tim Iroegbunam,ENG,MF,22,2003,29,17,1487,16.5,0,2,2,0,0,0,9,0,0.0,0.12,0.12,0.0,0.12
ENG-Premier League,2526,Everton,Tyler Dibling,ENG,MF,19,2006,14,4,358,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Tyrique George,ENG,MF,19,2006,11,1,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Everton,Vitaliy Mykolenko,UKR,DF,26,1999,33,33,2958,32.9,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Fulham,Adama Traoré,ESP,MF,29,1996,15,1,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Alex Iwobi,NGA,MF,29,1996,29,29,2419,26.9,4,3,7,4,0,0,3,0,0.15,0.11,0.26,0.15,0.26
ENG-Premier League,2526,Fulham,Antonee Robinson,USA,"DF,MF",27,1997,22,17,1492,16.6,1,0,1,0,1,1,5,0,0.06,0.0,0.06,0.0,0.0
ENG-Premier League,2526,Fulham,Bernd Leno,GER,GK,33,1992,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Calvin Bassey,NGA,DF,25,1999,30,28,2534,28.2,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2526,Fulham,Emile Smith Rowe,ENG,MF,25,2000,37,22,1923,21.4,3,0,3,3,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ENG-Premier League,2526,Fulham,Harrison Reed,ENG,MF,30,1995,7,1,94,1.0,1,0,1,1,0,0,0,0,0.96,0.0,0.96,0.96,0.96
ENG-Premier League,2526,Fulham,Harry Wilson,WAL,MF,28,1997,36,32,2673,29.7,10,7,17,10,0,0,7,0,0.34,0.24,0.57,0.34,0.57
ENG-Premier League,2526,Fulham,Issa Diop,MAR,DF,28,1997,13,8,816,9.1,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11
ENG-Premier League,2526,Fulham,Joachim Andersen,DEN,DF,29,1996,33,33,2875,31.9,0,1,1,0,0,0,7,1,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Fulham,Jonah Kusi-Asare,SWE,FW,18,2007,7,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Jorge Cuenca,ESP,DF,25,1999,15,11,938,10.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Joshua King,ENG,MF,18,2007,32,15,1308,14.5,1,2,3,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21
ENG-Premier League,2526,Fulham,Kenny Tete,NED,DF,29,1995,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05
ENG-Premier League,2526,Fulham,Kevin,BRA,MF,22,2003,26,9,1041,11.6,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17
ENG-Premier League,2526,Fulham,Oscar Bobb,NOR,MF,22,2003,14,6,571,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Raúl Jiménez,MEX,FW,34,1991,36,27,2189,24.3,9,3,12,5,4,4,5,0,0.37,0.12,0.49,0.21,0.33
ENG-Premier League,2526,Fulham,Rodrigo Muniz,BRA,FW,24,2001,21,10,1000,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18
ENG-Premier League,2526,Fulham,Ryan Sessegnon,ENG,"DF,MF",25,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2
ENG-Premier League,2526,Fulham,Samuel Chukwueze,NGA,MF,26,1999,23,10,1079,12.0,3,4,7,3,0,0,0,0,0.25,0.33,0.58,0.25,0.58
ENG-Premier League,2526,Fulham,Sander Berge,NOR,MF,27,1998,35,34,2905,32.3,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Fulham,Saša Lukić,SRB,MF,28,1996,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.05,0.1,0.16,0.05,0.16
ENG-Premier League,2526,Fulham,Timothy Castagne,BEL,"DF,MF",29,1995,30,20,1845,20.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Fulham,Tom Cairney,SCO,MF,34,1991,24,6,775,8.6,2,0,2,2,0,0,3,0,0.23,0.0,0.23,0.23,0.23
ENG-Premier League,2526,Leeds United,Anton Stach,GER,MF,26,1998,29,28,2370,26.3,5,3,8,5,0,0,3,0,0.19,0.11,0.3,0.19,0.3
ENG-Premier League,2526,Leeds United,Ao Tanaka,JPN,MF,26,1998,28,14,1315,14.6,2,0,2,2,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ENG-Premier League,2526,Leeds United,Brenden Aaronson,USA,"MF,FW",24,2000,37,30,2449,27.2,4,5,9,4,0,0,3,0,0.15,0.18,0.33,0.15,0.33
ENG-Premier League,2526,Leeds United,Daniel James,WAL,"FW,MF",27,1997,19,6,559,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Dominic Calvert-Lewin,ENG,FW,28,1997,35,30,2721,30.2,14,1,15,10,4,5,3,0,0.46,0.03,0.5,0.33,0.36
ENG-Premier League,2526,Leeds United,Ethan Ampadu,WAL,MF,24,2000,35,35,3119,34.7,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06
ENG-Premier League,2526,Leeds United,Facundo Buonanotte,ARG,MF,20,2004,3,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Gabriel Gudmundsson,SWE,"DF,MF",26,1999,32,31,2631,29.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Ilia Gruev,BUL,MF,25,2000,23,15,1323,14.7,0,3,3,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2
ENG-Premier League,2526,Leeds United,Jack Harrison,ENG,FW,28,1996,11,1,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Jaka Bijol,SVN,DF,26,1999,25,21,1890,21.0,1,2,3,1,0,0,4,0,0.05,0.1,0.14,0.05,0.14
ENG-Premier League,2526,Leeds United,James Justin,ENG,"DF,MF",27,1998,29,21,1901,21.1,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14
ENG-Premier League,2526,Leeds United,Jayden Bogle,ENG,"MF,DF",25,2000,34,32,2793,31.0,1,2,3,1,0,0,6,0,0.03,0.06,0.1,0.03,0.1
ENG-Premier League,2526,Leeds United,Joe Rodon,WAL,DF,27,1997,35,33,2951,32.8,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06
ENG-Premier League,2526,Leeds United,Joël Piroe,SUR,FW,25,1999,16,2,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Karl Darlow,WAL,GK,34,1990,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Lucas Perri,BRA,GK,27,1997,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Lukas Nmecha,GER,FW,26,1998,31,10,1083,12.0,6,1,7,4,2,3,0,0,0.5,0.08,0.58,0.33,0.42
ENG-Premier League,2526,Leeds United,Noah Okafor,SUI,"FW,MF",25,2000,28,19,1561,17.3,8,1,9,8,0,0,3,0,0.46,0.06,0.52,0.46,0.52
ENG-Premier League,2526,Leeds United,Pascal Struijk,NED,DF,25,1999,34,33,2936,32.6,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Leeds United,Sam Byram,ENG,"DF,MF",31,1993,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Sean Longstaff,ENG,MF,27,1997,23,10,1011,11.2,2,2,4,2,0,0,2,0,0.18,0.18,0.36,0.18,0.36
ENG-Premier League,2526,Leeds United,Sebastiaan Bornauw,BEL,DF,26,1999,12,5,429,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Leeds United,Wilfried Gnonto,ITA,FW,21,2003,23,4,537,6.0,0,1,1,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
ENG-Premier League,2526,Liverpool,Alexander Isak,SWE,FW,25,1999,14,8,699,7.8,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52
ENG-Premier League,2526,Liverpool,Alexis Mac Allister,ARG,MF,26,1998,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.07,0.14,0.2,0.07,0.2
ENG-Premier League,2526,Liverpool,Alisson,BRA,GK,32,1992,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Liverpool,Andy Robertson,SCO,DF,31,1994,24,11,1176,13.1,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08
ENG-Premier League,2526,Liverpool,Cody Gakpo,NED,"MF,FW",26,1999,36,32,2737,30.4,7,5,12,7,0,0,3,0,0.23,0.16,0.39,0.23,0.39
ENG-Premier League,2526,Liverpool,Conor Bradley,NIR,DF,22,2003,15,12,929,10.3,0,1,1,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2526,Liverpool,Curtis Jones,ENG,"MF,DF",24,2001,34,18,1937,21.5,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14
ENG-Premier League,2526,Liverpool,Dominik Szoboszlai,HUN,"MF,DF",24,2000,36,36,3231,35.9,6,7,13,6,0,1,8,1,0.17,0.19,0.36,0.17,0.36
ENG-Premier League,2526,Liverpool,Federico Chiesa,ITA,MF,27,1997,26,1,339,3.8,2,1,3,2,0,0,3,0,0.53,0.27,0.8,0.53,0.8
ENG-Premier League,2526,Liverpool,Florian Wirtz,GER,MF,22,2003,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.19,0.11,0.3,0.19,0.3
ENG-Premier League,2526,Liverpool,Freddie Woodman,ENG,GK,28,1997,3,2,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Liverpool,Giorgi Mamardashvili,GEO,GK,24,2000,10,10,867,9.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Liverpool,Harvey Elliott,ENG,"FW,MF",22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Liverpool,Hugo Ekitike,FRA,FW,23,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.55,0.2,0.75,0.55,0.75
ENG-Premier League,2526,Liverpool,Ibrahima Konaté,FRA,DF,26,1999,36,36,3090,34.3,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2526,Liverpool,Jeremie Frimpong,NED,"DF,MF",24,2000,21,12,1040,11.6,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09
